"procedureId","name","description","isMandatory","impcParameterOrigId"
47,"Electrocardiogram (ECG)","To provide a high throughput method to obtain Electrocardiograms in a conscious mouse or an anesthetized mouse.",TRUE,28513
48,"Electrocardiogram (ECG)","To provide a high throughput method to obtain Electrocardiograms in a conscious mouse or an anesthetized mouse.",TRUE,74751
49,"Electrocardiogram (ECG)","To provide a high throughput method to obtain Electrocardiograms in a conscious mouse or an anesthetized mouse.",TRUE,89764
50,"Electrocardiogram (ECG)","To provide a high throughput method to obtain Electrocardiograms in a conscious mouse or an anesthetized mouse.",TRUE,89765
51,"Electrocardiogram (ECG)","To provide a high throughput method to obtain Electrocardiograms in a conscious mouse or an anesthetized mouse.",TRUE,90855
52,"Electrocardiogram (ECG)","To provide a high throughput method to obtain Electrocardiograms in a conscious mouse or an anesthetized mouse.",TRUE,90856
53,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22110
54,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22111
55,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22112
56,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22113
57,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22114
58,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22115
59,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22116
60,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22117
61,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22118
62,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22119
63,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22120
64,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22121
65,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22122
66,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22123
67,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22124
68,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22125
69,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22126
70,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22127
71,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22128
72,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22129
73,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22130
74,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22131
75,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22132
76,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22133
77,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22134
78,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22135
79,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22136
80,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22137
81,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22138
82,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22139
83,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22140
84,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22141
85,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22142
86,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22143
87,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22144
88,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22145
89,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22146
90,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22147
91,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22148
92,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22149
93,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22150
94,"Gross Pathology and Tissue Collection","'To perform a complete necropsy to detect and record abnormal external findings and macroscopic alterations in internal and external organs, record body and heart weights (see IMPC Heart Weight SOP), and collect a standardized list of tissues for fixation with or without further processing (see non-mandatory IMPC Tissue Embedding &amp; Block Banking SOP).'",TRUE,22151
95,"Histopathology",NA,FALSE,23714
96,"Histopathology",NA,FALSE,75513
97,"Histopathology",NA,FALSE,75514
98,"Histopathology",NA,FALSE,75515
99,"Histopathology",NA,FALSE,23953
100,"Histopathology",NA,FALSE,75517
101,"Histopathology",NA,FALSE,75518
102,"Histopathology",NA,FALSE,75519
103,"Histopathology",NA,FALSE,23841
104,"Histopathology",NA,FALSE,75521
105,"Histopathology",NA,FALSE,75522
106,"Histopathology",NA,FALSE,75523
107,"Histopathology",NA,FALSE,23612
108,"Histopathology",NA,FALSE,75525
109,"Histopathology",NA,FALSE,75526
110,"Histopathology",NA,FALSE,75527
111,"Histopathology",NA,FALSE,23848
112,"Histopathology",NA,FALSE,75529
113,"Histopathology",NA,FALSE,75530
114,"Histopathology",NA,FALSE,75531
115,"Histopathology",NA,FALSE,23883
116,"Histopathology",NA,FALSE,75533
117,"Histopathology",NA,FALSE,75534
118,"Histopathology",NA,FALSE,75535
119,"Histopathology",NA,FALSE,23756
120,"Histopathology",NA,FALSE,75537
121,"Histopathology",NA,FALSE,75538
122,"Histopathology",NA,FALSE,75539
123,"Histopathology",NA,FALSE,23654
124,"Histopathology",NA,FALSE,75541
125,"Histopathology",NA,FALSE,75542
126,"Histopathology",NA,FALSE,75543
127,"Histopathology",NA,FALSE,75544
128,"Histopathology",NA,FALSE,75545
129,"Histopathology",NA,FALSE,75546
130,"Histopathology",NA,FALSE,75547
131,"Histopathology",NA,FALSE,23834
132,"Histopathology",NA,FALSE,75549
133,"Histopathology",NA,FALSE,75550
134,"Histopathology",NA,FALSE,75551
135,"Histopathology",NA,FALSE,23672
136,"Histopathology",NA,FALSE,75553
137,"Histopathology",NA,FALSE,75554
138,"Histopathology",NA,FALSE,75555
139,"Histopathology",NA,FALSE,23642
140,"Histopathology",NA,FALSE,75557
141,"Histopathology",NA,FALSE,75558
142,"Histopathology",NA,FALSE,75559
143,"Histopathology",NA,FALSE,23708
144,"Histopathology",NA,FALSE,75561
145,"Histopathology",NA,FALSE,75562
146,"Histopathology",NA,FALSE,75563
147,"Histopathology",NA,FALSE,23862
148,"Histopathology",NA,FALSE,75565
149,"Histopathology",NA,FALSE,75566
150,"Histopathology",NA,FALSE,75567
151,"Histopathology",NA,FALSE,23690
152,"Histopathology",NA,FALSE,75569
153,"Histopathology",NA,FALSE,75570
154,"Histopathology",NA,FALSE,75571
155,"Histopathology",NA,FALSE,23666
156,"Histopathology",NA,FALSE,75573
157,"Histopathology",NA,FALSE,75574
158,"Histopathology",NA,FALSE,75575
159,"Histopathology",NA,FALSE,23660
160,"Histopathology",NA,FALSE,75577
161,"Histopathology",NA,FALSE,75578
162,"Histopathology",NA,FALSE,75579
163,"Histopathology",NA,FALSE,23726
164,"Histopathology",NA,FALSE,75581
165,"Histopathology",NA,FALSE,75582
166,"Histopathology",NA,FALSE,75583
167,"Histopathology",NA,FALSE,23720
168,"Histopathology",NA,FALSE,75585
169,"Histopathology",NA,FALSE,75586
170,"Histopathology",NA,FALSE,75587
171,"Histopathology",NA,FALSE,23876
172,"Histopathology",NA,FALSE,75589
173,"Histopathology",NA,FALSE,75590
174,"Histopathology",NA,FALSE,75591
175,"Histopathology",NA,FALSE,23774
176,"Histopathology",NA,FALSE,75593
177,"Histopathology",NA,FALSE,75594
178,"Histopathology",NA,FALSE,75595
179,"Histopathology",NA,FALSE,23696
180,"Histopathology",NA,FALSE,75597
181,"Histopathology",NA,FALSE,75598
182,"Histopathology",NA,FALSE,75599
183,"Histopathology",NA,FALSE,75600
184,"Histopathology",NA,FALSE,75601
185,"Histopathology",NA,FALSE,75602
186,"Histopathology",NA,FALSE,75603
187,"Histopathology",NA,FALSE,75604
188,"Histopathology",NA,FALSE,75605
189,"Histopathology",NA,FALSE,75606
190,"Histopathology",NA,FALSE,75607
191,"Histopathology",NA,FALSE,23820
192,"Histopathology",NA,FALSE,75609
193,"Histopathology",NA,FALSE,75610
194,"Histopathology",NA,FALSE,75611
195,"Histopathology",NA,FALSE,23904
196,"Histopathology",NA,FALSE,75613
197,"Histopathology",NA,FALSE,75614
198,"Histopathology",NA,FALSE,75615
199,"Histopathology",NA,FALSE,23768
200,"Histopathology",NA,FALSE,75617
201,"Histopathology",NA,FALSE,75618
202,"Histopathology",NA,FALSE,75619
203,"Histopathology",NA,FALSE,23738
204,"Histopathology",NA,FALSE,75621
205,"Histopathology",NA,FALSE,75622
206,"Histopathology",NA,FALSE,75623
207,"Histopathology",NA,FALSE,23732
208,"Histopathology",NA,FALSE,75625
209,"Histopathology",NA,FALSE,75626
210,"Histopathology",NA,FALSE,75627
211,"Histopathology",NA,FALSE,23684
212,"Histopathology",NA,FALSE,75629
213,"Histopathology",NA,FALSE,75630
214,"Histopathology",NA,FALSE,75631
215,"Histopathology",NA,FALSE,23624
216,"Histopathology",NA,FALSE,75633
217,"Histopathology",NA,FALSE,75634
218,"Histopathology",NA,FALSE,75635
219,"Histopathology",NA,FALSE,23702
220,"Histopathology",NA,FALSE,75637
221,"Histopathology",NA,FALSE,75638
222,"Histopathology",NA,FALSE,75639
223,"Histopathology",NA,FALSE,23827
224,"Histopathology",NA,FALSE,75641
225,"Histopathology",NA,FALSE,75642
226,"Histopathology",NA,FALSE,75643
227,"Histopathology",NA,FALSE,23678
228,"Histopathology",NA,FALSE,75645
229,"Histopathology",NA,FALSE,75646
230,"Histopathology",NA,FALSE,75647
231,"Histopathology",NA,FALSE,75648
232,"Histopathology",NA,FALSE,75649
233,"Histopathology",NA,FALSE,75650
234,"Histopathology",NA,FALSE,75651
235,"Histopathology",NA,FALSE,23630
236,"Histopathology",NA,FALSE,75653
237,"Histopathology",NA,FALSE,75654
238,"Histopathology",NA,FALSE,75655
239,"Histopathology",NA,FALSE,23636
240,"Histopathology",NA,FALSE,75657
241,"Histopathology",NA,FALSE,75658
242,"Histopathology",NA,FALSE,75659
243,"Histopathology",NA,FALSE,23855
244,"Histopathology",NA,FALSE,75661
245,"Histopathology",NA,FALSE,75662
246,"Histopathology",NA,FALSE,75663
247,"Histopathology",NA,FALSE,23897
248,"Histopathology",NA,FALSE,75665
249,"Histopathology",NA,FALSE,75666
250,"Histopathology",NA,FALSE,75667
251,"Histopathology",NA,FALSE,23890
252,"Histopathology",NA,FALSE,75669
253,"Histopathology",NA,FALSE,75670
254,"Histopathology",NA,FALSE,75671
255,"Histopathology",NA,FALSE,23648
256,"Histopathology",NA,FALSE,75673
257,"Histopathology",NA,FALSE,75674
258,"Histopathology",NA,FALSE,75675
259,"Histopathology",NA,FALSE,75676
260,"Histopathology",NA,FALSE,75677
261,"Histopathology",NA,FALSE,75678
262,"Histopathology",NA,FALSE,75679
263,"Histopathology",NA,FALSE,23744
264,"Histopathology",NA,FALSE,75681
265,"Histopathology",NA,FALSE,75682
